id	title	context	triplets
1201		Vienna-based e-learning startup GoStudent has successfully closed an €8.3 million Series A round, led by Left Lane Capital. London-based DN Capital also joined the round alongside existing investors, and the founders of Swoodoo and HomeToGo participated as strategic partners. GoStudent, founded in 2016, operates an affordable online school that connects students with the best teachers worldwide, for both individual or group tutoring sessions. Classes are digitally taught live in a virtual classroom setting, removing the burden of all tedious administrative tasks. To support its tutor selection and onboarding processes, it also uses artificial intelligence, ensuring that the best possible tutor is matched with each student. GoStudent additionally offers a free social homework chat where students can discuss their questions with others in an easy and safe environment. Currently, the company offers 6, 12, and 24-month tutoring subscription packages to students in the DACH region, currently booking 55,000+ monthly sessions across its customer base with 1,100+ active tutors on the platform. Their next step? Expand their footprint to other European markets.	<triplet> existing investors <sub> €8.3 million <obj> INVESTS <triplet> DN Capital <sub> €8.3 million <obj> INVESTS <triplet> Left Lane Capital <sub> €8.3 million <obj> INVESTS <triplet> GoStudent <sub> €8.3 million <obj> RECEIVES <triplet> €8.3 million <sub> Series A <obj> IN ROUND
1209		One year after the initial investment from Kima Ventures, the Nantes (France) based startup Lengow has now reached a new milestone with Alven Capital in raising an additional $1.8 million, in order to finance its international development. Lengow offers an SaaS web solution which allows online retailers to index their product catalogues quickly and easily on more than 400 distribution channels (comparison shopping sites, marketplaces, affiliate networks, retargeting sites, sponsored links, newsletters + social networks). Lengow also aims to help its clients to control their expenses and maximize their profitability due to ROI calculations per product. The young company enables its customers to centralize their marketing activities on different channels via one single platform and allows them to set-up promotional campaigns in a quick and easy way. Lengow’s interface is equally adapted for e-commerce companies as well as for web agencies. The French startup currently has more than 400 clients in France and Europe, diffuses more than 35 million products on nearly 6,800 feeds every day and counts over 20 employees. Lengow was created back in 2009 by Mickael Froger and Jérémie Peiro. The fresh capital will allow Lengow to continue and accelerate its growth. The French startup is now going to focus on the development of its solution on the international stage – specifically targeting the US market. Another goal will be the reinforcement of Lengow’s R&D department in order to continue the evolution of the product.	<triplet> Lengow <sub> $1.8 million <obj> RECEIVES <triplet> Alven Capital <sub> $1.8 million <obj> INVESTS
1212		Cosmos Video, the virtual venues platform which allows people to work, hang out and socialise together, has raised around €2.2 million in seed funding from Europe’s leading seed investors, LocalGlobe with participation from Entrepreneur First, Andy Chung and Phillip Moehring (AngelList), and Omid Ashtari (ex-President, Citymapper). Founded by serial entrepreneurs Rahul Goyal and Karan Baweja this year, who recently led product teams at Citymapper and TransferWise respectively, Cosmos is on a mission to enable human connection in the remote era. The past nine months have seen our lives dramatically altered and people are feeling disconnected with their communities as a result. Many interactions have been replaced by monotonous video calls, which can feel mechanical and constrained. In addition, social network feeds have become a hollow proxy for serendipitous conversation in shared spaces. Virtual Reality promised much, and could have given us the sense of being together, but it is not mass consumer ready. At the same time, gaming platforms such as Animal Crossing and Roblox have surged. These digital worlds not only offer a chance to disconnect from the staleness of our day-to-day routines, but also provide a shared space and experience, closely mimicking the real-world interactions.	<triplet> LocalGlobe <sub> €2.2 million <obj> INVESTS <triplet> Omid Ashtari <sub> €2.2 million <obj> INVESTS <triplet> Cosmos Video <sub> €2.2 million <obj> RECEIVES <triplet> Andy Chung <sub> €2.2 million <obj> INVESTS <triplet> Phillip Moehring <sub> €2.2 million <obj> INVESTS <triplet> Entrepreneur First <sub> €2.2 million <obj> INVESTS <triplet> €2.2 million <sub> seed funding <obj> IN ROUND
123		The Spanish startup SamyRoad, which created a technological platform that identifies profiles of influencers for major brands, has closed a financing round of €1.4 million. This round was led by the Inveready Technology Investment Group and Sabadell Venture Capital funds. The fresh capital will be used for the expansion of SamyRoad in Latin America and Europe. Founded in 2013, SamyRoad has established itself as the tool for brands to identify the best influencers and for the production of qualitative content. The Madrid based startup is working with a community with more than 25,000 creators and influencers from around the world. Still growing fast, SamyRoad reached a positive EBITDA in 2017, while executing the international expansion plan towards Latin America and Portugal. Patricia Ratia, co-founder and financial director of SamyRoad, stated: “This injection of capital reinforces our expansion plan for the coming months and in this sense, Argentina and Brazil will be our main objectives in Latin America and France in Europe. We are very pleased to have closed this round with such success through these two funds. This is going to suppose the definitive impulse for our strategic growth plan.”	<triplet> SamyRoad <sub> €1.4 million <obj> RECEIVES <triplet> Sabadell Venture Capital <sub> €1.4 million <obj> INVESTS <triplet> SamyRoad <sub> €1.4 million <obj> RECEIVES <triplet> Inveready Technology Investment Group <sub> €1.4 million <obj> INVESTS <triplet> SamyRoad <sub> €1.4 million <obj> RECEIVES
1243		The high-tech startup NavVis, specialized in the digitalization of indoor spaces, has just announced that it has successfully closed its latest funding round of €7.5 million. Target Partners and Don Dodge (Developer Evangelist at Google) are joining as new investors. MIG Fonds and BayBG are increasing their investments. People take GPS and maps for granted these days, but not indoor spaces. NavVis develops an innovative technology for the mapping and navigation of indoor spaces. The Munich-based company provides the platform for end-to-end digitalization of buildings: Last year NavVis began a partnership with the Deutsches Museum to digitalize its complex exhibition spaces. The customers retain ownership of their data, which was a key criterion in the Deutsches Museum’s decision to collaborate with NavVis. At present, many of the museum’s popular collections are no longer accessible until 2019 due to extensive renovation work. Majority of the building including these closed collections can be explored on a tablet or PC with the NavVis IndoorViewer. Check it out here.	<triplet> NavVis <sub> €7.5 million <obj> RECEIVES <triplet> Target Partners <sub> €7.5 million <obj> INVESTS <triplet> Don Dodge <sub> €7.5 million <obj> INVESTS <triplet> MIG Fonds <sub> €7.5 million <obj> INVESTS <triplet> BayBG <sub> €7.5 million <obj> INVESTS
1249		TickX, probably UK’s leading search engine and discovery platform for events and attractions tickets, will accelerate its push into Europe in 2018 after raising Series A funding of €3.37 million, led by BGF Ventures. The funding round saw existing investors – music giants Ministry of Sound and 24Haymarket increase their backing. Founded in 2015 and based in Manchester, TickX allows customers to find and buy tickets for over 125,000 events and attractions from all the major ticket-selling platforms, including Ticketmaster, Headout and Skiddle, in one place. TickX’s mission is to become the one-stop global destination for entertainment-lovers across the world looking for the best tickets. The founders last year appeared on BBC’s Dragons’ Den and turned down three offers of £75,000 from the Dragons. Since the episode aired, over 1 million event-goers have used TickX to plan their day or night out. The young company has now also raised 40x the amount offered on Dragons’ Den. Specifically, the investment will be used to:	<triplet> €3.37 million <sub> Series A <obj> IN ROUND <triplet> TickX <sub> €3.37 million <obj> RECEIVES <triplet> BGF Ventures <sub> €3.37 million <obj> INVESTS <triplet> 24Haymarket <sub> €3.37 million <obj> INVESTS <triplet> Ministry of Sound <sub> €3.37 million <obj> INVESTS
1250		Anyfin, a Stockholm-based fintech startup that enables consumers to refinance their existing loans with a picture, just closed a €4.8 million Series A funding round led by Accel and Northzone. Global Founders Capital and angel investors, including consumer finance executives and international fintech entrepreneurs, also participated in the round. At the point when a loan is originated, lenders have very little access to information about a consumer – particularly around repayment history – and often have a monopoly over their distribution channel. Consequently, many consumers with good credit scores are being overcharged for money they borrow. What is more, the process to refinance existing loans through traditional banks or brokers requires a lot of paperwork and can take weeks. By leveraging more publicly available consumer data and by using AI and modern mobile technology, Anyfin enables consumers to refinance their existing loans within seconds simply by taking a picture of their loan statement. Consumers send Anyfin the picture through a channel of their choice, like SMS, email or Facebook Messenger, and the company replies with an option to refinance the loan at a better price. With one tap, the consumer accepts the new option from Anyfin, and the company takes care of settling the existing loan for them. Aside from a better price, the terms of the new loan mirror those of the existing loan.	<triplet> fintech entrepreneurs <sub> €4.8 million <obj> INVESTS <triplet> consumer finance executives <sub> €4.8 million <obj> INVESTS <triplet> Anyfin <sub> €4.8 million <obj> RECEIVES <triplet> Northzone <sub> €4.8 million <obj> INVESTS <triplet> Accel <sub> €4.8 million <obj> INVESTS <triplet> Global Founders Capital <sub> €4.8 million <obj> INVESTS <triplet> angel investors <sub> €4.8 million <obj> INVESTS <triplet> €4.8 million <sub> Series A <obj> IN ROUND
133		Delivery Hero, one of the largest global online food ordering platforms, is bringing more international investors to Berlin after announcing its plan to reach profitability this year. The company today announced that it has received $30 million in a Series D financing lead by Phenomen Ventures and supported by existing investors. Delivery Hero announced that it will primarily invest the money into the strengthening of existing markets and further expanding its position as an innovation leader. The Series C round of delivery hero was about 10 month ago when the young company raised $49 million from Kite Ventures, Kreos Capital and other existing investors. If my calculations are right, Delivery Hero has now raised a total of $134 million since its start in 2010. Keeping that in mind I would say: “Yes, it is about time to get profitable now”. 🙂 Delivery Hero also announced recently that it generates over $400 million in annual turnover and helps its about 35,000 partner restaurants in 14 countries deliver millions of monthly orders across 14 international markets. Phenomen Ventures, having previously financed Fab.com, OneTwoTrip, Hailo and several other high profile tech companies, is making one of its largest investments to date with Delivery Hero.	<triplet> Delivery Hero <sub> $30 million <obj> RECEIVES <triplet> Phenomen Ventures <sub> $30 million <obj> INVESTS <triplet> existing investors <sub> $30 million <obj> INVESTS <triplet> $30 million <sub> Series D <obj> IN ROUND <triplet> $49 million <sub> Series C <obj> IN ROUND <triplet> $49 million <sub> about 10 month ago <obj> WAS RECEIVED <triplet> existing investors <sub> $49 million <obj> INVESTS <triplet> Kreos Capital <sub> $49 million <obj> INVESTS <triplet> Kite Ventures <sub> $49 million <obj> INVESTS <triplet> Delivery Hero <sub> $49 million <obj> RECEIVES <triplet> Delivery Hero <sub> $134 million <obj> RECEIVED TOTAL <triplet> $134 million <sub> since its start in 2010 <obj> WAS RECEIVED
137		Based in Munich, Cluno is a digital car subscription service that provides drivers with an alternative to buying their own car, and allows the entire process of booking a car to be carried out via an app. Founded in 2017, Cluno has already raised €32 million in less than one year, and has just raised a Series B round of €25 million, which it will use to accelerate its expansion and enhance its technology. The latest round was led by Valar Ventures, along with existing investors Acton Capital Partners and Atlantic Labs. Cluno launched its app for iOS on October 31st, 2018, and its Android app just launched in early 2019.	<triplet> €25 million <sub> Series B <obj> IN ROUND <triplet> Cluno <sub> €25 million <obj> RECEIVES <triplet> Valar Ventures <sub> €25 million <obj> INVESTS <triplet> Acton Capital Partners <sub> €25 million <obj> INVESTS <triplet> Atlantic Labs <sub> €25 million <obj> INVESTS
138		Berlin-based SuitePad, a startup which provides hotels with a digital connection to their guests during their stay, just closed a €3 million financing round. The round was led by new investor Target Partners and was supported by existing investors HW Capital, Kizoo and VC Fonds Technologie Berlin, a fund managed by IBB Beteiligungsgesellschaft. “The hotel industry has successfully digitalized the pre- and post-stay guest experiences, but continues to use paper-based communication for the most important segment: during the stay. Our goal is to help hotels bring the during-stay guest experience to the 21st century,” Moritz von Petersdorff-Campen, SuitePad co-founder and managing director, instroduces the idea.	<triplet> Target Partners <sub> €3 million <obj> INVESTS <triplet> HW Capital <sub> €3 million <obj> INVESTS <triplet> Kizoo <sub> €3 million <obj> INVESTS <triplet> IBB Beteiligungsgesellschaft <sub> €3 million <obj> INVESTS <triplet> SuitePad <sub> €3 million <obj> RECEIVES
159		LatticeFlow, a company founded by leading AI researchers from ETH Zurich in 2020, announces an approx. €2.3 million financing round led by btov and Global Founders Capital. The researchers behind LatticeFlow, including two ETH professors, enter the startup scene with an exceptional track record and leadership in the area of trustworthy AI, having previously built one of the world’s best verifiers for ensuring the safety of deep neural networks. The company is now creating a product that enables AI teams to build and deploy AI models that are safe, reliable, and trustworthy. Despite great progress over the last decade, current AI models can perform poorly and unpredictably when deployed in the real-world, mounting increasing concerns on their safety and reliability. Such reliability issues affect the use of AI across virtually all domains, such as healthcare, engineering, financial services, autonomous cars, and many others. Petar Tsankov, co-founder and CEO of LatticeFlow, said: “Our mission is to bridge this gap and enable AI teams to build and confidently deploy trustworthy AI models. The widespread adoption of AI hinges on our ability to build AI models we can trust.”	<triplet> LatticeFlow <sub> €2.3 million <obj> RECEIVES <triplet> btov <sub> €2.3 million <obj> INVESTS <triplet> Global Founders Capital <sub> €2.3 million <obj> INVESTS
167		Wrocław-based Pure Biologics is a biotech startup focused on early-stage development of drug candidates, diagnostic tools and medical devices. The startup has just announced that it is being funded by the National Center for Research and Development with €6.7 million for its PureBIKE project to create an immuno-oncological drug to treat triple-negative breast cancer (TNBC). Triple-negative breast cancer is a a rare and particularly aggressive form of breast cancer, with a poorer prognosis than other types. Unlike other forms of breast cancer, the triple-negative type is not driven by the hormones estrogen and progesterone, nor by the HER2 protein, and so does not respond to hormonal therapies. So far, scientists have not managed to develop a therapy specifically for TNBC – current treatment options are currently limited to destructive chemotherapy. The PureBIKE project aims to develop a new drug using Pure Biologics’ PureSelect platform for the selection of new antibodies.	<triplet> Pure Biologics <sub> €6.7 million <obj> RECEIVES <triplet> National Center for Research and Development <sub> €6.7 million <obj> INVESTS
168		Moving can be a real headache. Movinga lightens the load, streamlining relocation by allowing you to book and plan your move through its app before coming to pick up your stuff. The Berlin-based startup just raised another round of €15 million led by ETF Partners from London. Earlybird, Santo and Global Founders Capital also participated in the round. The startup has now raised almost €90 million to date. With the new funding, Movinga plans to launch new services and expand into other countries in Europe. The company is currently looking at Austria and the Benelux countries, and wants to start offering international relocations. Now focused on inter-city moves, the startup is also planning to offer moving services within the same city, with a new service called Movinga Now. Founded in 2015, the startup is already present in Germany, Sweden, and France, and is rumoured to be acquiring its largest French competitor – though it has not yet released the name of the company. Earlier this year Movinga bought the assets of its competitor Move24, which had been filing for bankruptcy, and expanded the business. The startup is aiming for a turnover of more than €30 million this year. Movinga now makes €200 per move – up from just €5 per move in 2016, when the company underwent a crisis, though we predicted its eventual success. The startup currently employs 210 people.	<triplet> Global Founders Capital <sub> €15 million <obj> INVESTS <triplet> ETF Partners <sub> €15 million <obj> INVESTS <triplet> Earlybird <sub> €15 million <obj> INVESTS <triplet> Movinga <sub> €15 million <obj> RECEIVES <triplet> Santo <sub> €15 million <obj> INVESTS <triplet> Movinga <sub> €90 million <obj> RECEIVED TOTAL
178		Helsinki-based eMobility API platform eMabler has raised €630K in funding led by Sofokus Ventures, Nidoco AB, several angel investors, and funding from Business Finland. The company will use the funding to continue developing and commercializing its software, and further drive growth in the Nordics and rest of Europe. eMabler has developed a SaaS API-first platform that makes it fast and simple for energy companies, EV operators, infrastructure service providers and charge point manufacturers to integrate electric vehicle (EV) charging infrastructure into their other business systems such as mobile applications, existing customer base platforms, and payment solutions. For the drivers of EVs, a smoother user experience is created via the ability to seamlessly use EV charging stations from different operators with just one mobile app and get billed in just one place. “Electric vehicle charging needs to be as convenient and reliable for the consumer as filling up the tank with fuel. Our primary goal is to help our customers improve the user experience of charging, accelerating the electrification of transportation,” said Juha Stenberg, CEO and Co-Founder at eMabler.	<triplet> Business Finland <sub> €630K <obj> INVESTS <triplet> Nidoco AB <sub> €630K <obj> INVESTS <triplet> Sofokus Ventures <sub> €630K <obj> INVESTS <triplet> several angel investors <sub> €630K <obj> INVESTS <triplet> eMabler <sub> €630K <obj> RECEIVES
183		Spain-based startup Reforestum has gained momentum after securing €750k funding from 13 angel investors across France, the UK and Spain. The investment will enable Reforestum to grow their remote team and develop their interactive reforestation platform to address customer demand. The platform services both individuals and businesses, however special attention will be given to the B2B side of the business after being recognised as a key growth area. Founded in 2017, Reforestum’s unique offering adds trust and transparency to forest-carbon offsets, by showing companies and individuals that offsets are real and measurable. A new development team will transform the reforestation platform to make it more interactive, notably through corporate profiles. The startup has been developing for over a year cutting-edge monitoring, reporting and verification (MRV) tools to enable companies to follow the projects they fund in near-real time.	<triplet> 13 angel investors <sub> €750k <obj> INVESTS <triplet> Reforestum <sub> €750k <obj> RECEIVES
198		London-based startup Zencargo, a digital freight forwarder for sea, air, and road cargo that allows for online booking, real-time tracking, and provides instant quoting and business analytics on its platform, has raised €18 million in Series A funding. The round was led by HV Holtzbrinck Ventures, with participation from Tom Stafford, Managing Partner at DST Global, Pentland Ventures, and previous investors Samos, LocalGlobe and Picus Capital. “Failing to digitise the supply chain is holding back global businesses, with $1.1 trillion left on the table from stock-outs and inventory mistakes,” said Alex Hersham, co-founder and CEO of Zencargo. “Our mission is to change this. Business leaders want increased agility in their supply chain and through our platform we are seeing customers drive cost and working capital improvements in their first few months of adoption by unlocking supply chain insights.”	<triplet> LocalGlobe <sub> €18 million <obj> INVESTS <triplet> Samos <sub> €18 million <obj> INVESTS <triplet> HV Holtzbrinck Ventures <sub> €18 million <obj> INVESTS <triplet> Picus Capital <sub> €18 million <obj> INVESTS <triplet> Tom Stafford <sub> €18 million <obj> INVESTS <triplet> Pentland Ventures <sub> €18 million <obj> INVESTS <triplet> Zencargo <sub> €18 million <obj> RECEIVES <triplet> €18 million <sub> Series A <obj> IN ROUND
2		Silent Circle, a pioneer in the mobile privacy market, just secured $50 million in a Series C funding round led by Santander Bank. The Swiss startup will use the growth capital to expand product development, customer service, business development and marketing activities while eliminating its debt. Silent Circle’s Enterprise Privacy Platform (EPP) is probably the world’s most robust suite of privacy applications, services and devices. Deployed in a range of end markets, the solution is available through an expanding roster of strategic partners worldwide. Antony Barker, a Managing Director with Santander Bank stated: “We all run our work and personal lives from our mobile devices. That makes secure mobile communications an absolute must-have for a rapidly expanding number of companies, governments and individuals.”	<triplet> Santander Bank <sub> $50 million <obj> INVESTS <triplet> Silent Circle <sub> $50 million <obj> RECEIVES <triplet> Silent Circle <sub> $50 million <obj> RECEIVES <triplet> Santander Bank <sub> $50 million <obj> INVESTS
203		ultimate.ai, the Helsinki and Berlin-based company building the world’s leading virtual customer service agent, has raised $20 million in Series A funding, led by OMERS Ventures and with participation from Felicis Ventures and existing investors HV Capital and Maki.vc. The funding follows a year of strong growth for ultimate.ai while digital commerce was on the rise in 2020, driving tailwinds for technologies that enable great customer experiences at scale. The young company has tripled its ARR over the last 12 months (for the second year in a row) and has also tripled its headcount, and with this large Series A round is set for even more explosive growth. Reetu Kainulainen, the CEO and Co-founder of ultimate.ai stated: “We have seen market maturity accelerate. After the first-generation of ineffective chatbots, businesses today really know what they are looking for. Customer service automation has leap-frogged from simple FAQs to full process automation, across all digital channels. We are really seeing the A-players emerge.”	<triplet> Maki.vc <sub> $20 million <obj> INVESTS <triplet> HV Capital <sub> $20 million <obj> INVESTS <triplet> ultimate.ai <sub> $20 million <obj> RECEIVES <triplet> Felicis Ventures <sub> $20 million <obj> INVESTS <triplet> OMERS Ventures <sub> $20 million <obj> INVESTS <triplet> $20 million <sub> Series A <obj> IN ROUND
204		Fitbay, the discovery platform that solves the problem of buying clothes online in the wrong size or style, has closed a $2 million seed funding round, lead by New York-based Steadfast Venture Capital and Stockholm-based VC firm, Creandum. This $2 million investment comes just 6 months after Fitbay closed an angel round with Jesper Buch (Founder of Just-Eat) and Creandum. The latest funding will be used to grow both the product team in Copenhagen and the commercial team in New York, and to develop the product and available features even further. This announcement also coincides with the launch of Fitbay’s new iOS app, which allows users to share pictures of themselves with their network of ‘body doubles’, and actually see how items of clothing fit other people with a similar body shape and size to their own. The idea behind Fitbay: The Danish startup wants to remove the “will-it-will not-it fit experience” from online clothes shopping by only showing users clothes that will fit their unique size and shape. Fitbay does this by connecting users with similar body types and style preferences, sorting them into groups so that information on fit and particular brands can be shared with other users who have similar body shapes and tastes. This crowd-sourced feedback allows Fitbay to provide its users with a personalised feed of products that will both fit and flatter their unique body type – all without having to input measurements. Users can also follow their ‘body doubles’, sharing tips and inspiration with others who will have similar experiences with the style, fit and sizing of different brands.	<triplet> Creandum <sub> $2 million <obj> INVESTS <triplet> Fitbay <sub> $2 million <obj> RECEIVES <triplet> Steadfast Venture Capital <sub> $2 million <obj> INVESTS <triplet> $2 million <sub> seed funding round <obj> IN ROUND
205		According to data from the European Commission, more than 90% of the 23 million SMEs in Europe are micro-sized businesses employing up to 10 people, which often lack the resources needed to run their businesses efficiently. This is the problem that Holded is solving. The Barcelona-based startup has created a “Business Operating System”, designed to help business owners manage every aspect of their business from a single platform. Founded in 2016 by Bernat Ripoll and Javi Fondevila, Holded has just raised a €6 million Series A round led by Lakestar, with participation from existing early investors Nauta Capital and Seedrocket 4Founders Capital.	<triplet> Lakestar <sub> €6 million <obj> INVESTS <triplet> Holded <sub> €6 million <obj> RECEIVES <triplet> Nauta Capital <sub> €6 million <obj> INVESTS <triplet> Seedrocket 4Founders Capital <sub> €6 million <obj> INVESTS <triplet> €6 million <sub> Series A <obj> IN ROUND
215		Pipedrive, the active-selling CRM platform which was founded in Estonia, has closed a $17 million Series B round led by Atomico with participation from existing investors Bessemer Venture Partners and Rembrandt Venture Partners. Founded in 2010 by Estonian sales pros, Pipedrive today is based in Tallinn (Estonia) and New York (USA). Pipedrive intends to use the investment to develop its salespeople-centric product technology, grow its partner ecosystem and scale customer growth around the world. This round brings Pipedrive’s total venture capital funding to over $30 million. Prior to this round, Pipedrive secured over $13 million in Series A and seed funding backed by Bessemer Venture Partners, Rembrandt Venture Partners, AngelPad, Paua Ventures, Monashees Capital, TMT Investments and angel investors. Unlike many business software providers which focus only on developed markets, Pipedrive is truly a global offering with more than 30,000 small business customers in more than 140 countries. With its swiftly growing global footprint, Pipedrive has seen triple-digit year-over-year revenue growth since founding the business in 2010.	<triplet> Rembrandt Venture Partners <sub> $17 million <obj> INVESTS <triplet> Atomico <sub> $17 million <obj> INVESTS <triplet> Bessemer Venture Partners <sub> $17 million <obj> INVESTS <triplet> Pipedrive <sub> $17 million <obj> RECEIVES <triplet> $17 million <sub> Series B <obj> IN ROUND <triplet> Pipedrive <sub> $30 million <obj> RECEIVED TOTAL <triplet> Monashees Capital <sub> $13 million <obj> INVESTS <triplet> angel investors <sub> $13 million <obj> INVESTS <triplet> Rembrandt Venture Partners <sub> $13 million <obj> INVESTS <triplet> AngelPad <sub> $13 million <obj> INVESTS <triplet> Paua Ventures <sub> $13 million <obj> INVESTS <triplet> TMT Investments <sub> $13 million <obj> INVESTS <triplet> Bessemer Venture Partners <sub> $13 million <obj> INVESTS <triplet> Pipedrive <sub> $13 million <obj> RECEIVES <triplet> $13 million <sub> Series A <obj> IN ROUND <triplet> $13 million <sub> seed funding <obj> IN ROUND
227		The Irish startup Siren today announced it has raised a €3 million seed round to deploy world-leading semantic data investigation technology in new sectors, as an addition to their existing work with law enforcement agencies. The funding round has been led by the Atlantic Bridge University Fund. Founded in 2014, the Siren platform uniquely enables investigation of data in real time at big data scale by leveraging relationships across multiple data sets. Data becomes meaningful and readily accessible via search, dashboard analytics, knowledge graphs and real-time alerts. The startup is based in Galway. Founder and Chief Product Officer Giovanni Tummarello stated: “Our unique semantic approach enables fast responses to complex data investigation challenges. Our initial focus has been on working with national security services and police, where the mission-critical investigation of data is often done under intense time pressure. These capabilities have not previously been readily accessible in other sectors but we are now working with some of the largest financial and life sciences organizations to enable cross-dataset real-time investigation.”	<triplet> Atlantic Bridge University Fund <sub> €3 million <obj> INVESTS <triplet> Siren <sub> €3 million <obj> RECEIVES <triplet> €3 million <sub> seed round <obj> IN ROUND
244		If you are developing novel therapeutics or therapeutic platforms, BaseLaunch is currently looking for highly innovative biopharma projects to support with funding of up to $500,000 and so much more. BaseLaunch partners with scientists and entrepreneurs to help launch and grow exceptional biotech companies developing cutting-edge therapeutics. To achieve this, the initiative collaborates closely with key players from the biotech sector, leading pharmaceutical companies and venture funds. BaseLaunch’s world-class partners include Roche, BB Pureos Bioventures, Roivant Sciences, Bridge Bioventures, CSL Behring, Johnson & Johnson Innovation. • Breakthrough innovations that can form the basis of new biopharma ventures, from all over the world	
248		Today OTB Ventures, a leading venture capital fund specialised in investments in technology companies in Central and Eastern Europe (CEE), announces the launch of its early growth technology fund, with €92.4 million in commitments. This fund is the largest venture capital fund in CEE and was backed by international institutional investors, including the European Investment Fund (EIF), and high-profile backers including Greg Jankilevitch. The funds will be awarded by the end of 2022, to a total of 16 early stage, post-product, startups in the CEE region, spanning cyber security, big data and artificial intelligence, fintech, IoT and robotics, as well as cloud and SaaS industry verticals. The fund will deploy up to around €13.8 million per company and will typically acquire a stake of 10-15% in a given company. OTB’s mission is to empower entrepreneurs to scale their businesses globally, while keeping a strong focus on technology advancement. It focuses on startups with unique IP and disruptive ideas in every technology domain, with strong regional footprint across Central and Eastern Europe. OTB has a proven track record as an adviser, having already invested in 8 successful companies, includingCosmose,SpaceKnow,Silent Eight,Minit,BabbleLabs,Segron,FintechOSandICEYE.	
251		The German company Energy Robotics, a developer of software solutions for mobile inspection robots, has received €2 million in seed funding round led by Earlybird, alongside other prominent business angels. Interestingly, one type of robots worked on by this startup, alongside company Boston Dynamics, were the inspiration for the robot dogs from the ‘dystopian future’ series Black Mirror. Founded in 2019, Energy Robotics has launched one of the first commercially available software platforms for industrial applications that combines three essential components of intelligent control of mobile autonomous robots: a hardware-independent robot operating system, a cloud-based fleet management, and an AI-powered data analysis. The robots are used for remote inspection and monitoring, especially in industries with harsh and demanding environments such as the oil, gas and petrochemical industries, but also increasingly in the energy and security industries. The company relies on a SaaS model to do this, offering its software solution and associated IT infrastructure along with hardware from various third-party vendors. The new investment enables the Darmstadt-based team to further develop their software-as-a-service solution and expand their product portfolio towards a platform economy and robot-as-a-service. In addition to European technology investor Earlybird, which has led first financing rounds in billion-dollar companies such as UiPath, N26 and Peak Games, further investors are participating: multi-supervisory board member Dr. Paul Achleitner, former CEO of Austrian oil company OMV Dr. Gerhard Roiss, and Martin Klässner, e-mobility expert and CEO of has-to-be GmbH. Business angel and serial entrepreneur, Andrej Henkler, known for his early investments in companies such as Palantir, is also among the new investors.	<triplet> Andrej Henkler <sub> €2 million <obj> INVESTS <triplet> Earlybird <sub> €2 million <obj> INVESTS <triplet> Dr. Paul Achleitner <sub> €2 million <obj> INVESTS <triplet> Dr. Gerhard Roiss <sub> €2 million <obj> INVESTS <triplet> Martin Klässner <sub> €2 million <obj> INVESTS <triplet> Energy Robotics <sub> €2 million <obj> RECEIVES <triplet> €2 million <sub> seed funding round <obj> IN ROUND
252		SuperVista AG, the parent company of Brillen.de, a leading multi-channel provider of prescription eyewear in Germany, announced today that it secured an investment of €45 million by Technology Crossover Ventures (TCV). Brillen.de intends to use the funding to expand its executive team and enter new markets beyond Germany, Austria, Spain (Gafas.es) and the UK (Specsfactory.co.uk), where it currently operates. SuperVista AG is headquartered in Wildau, near Berlin, and sells high-quality prescription eyewear online to consumers at very attractive prices. The company also leverages a large distribution network of more than 700 affiliated traditional opticians. TCV’s investment in Brillen.de (SuperVista) is the first institutional backing for the family-owned company and is among the largest venture capital rounds in Germany in 2016. Founded in 2012, Brillen.de has grown quickly by enabling independent opticians to capture market share and expand their customer base through efficient marketing, high-quality products, competitive pricing and excellent customer service. According to recent studies by Credit Suisse, the size of the European eyewear market is expected to reach €30 billion by 2017.	<triplet> SuperVista AG <sub> €45 million <obj> RECEIVES <triplet> Technology Crossover Ventures <sub> €45 million <obj> INVESTS
254		Holidu, a leading technology scaleup in the holiday rental industry, today announced that it has secured €37 million, in capital. Last year weinterviewed Johannes Siebers, co-founder of Holidu, about their fast-growing traveltech company and his predictions for the industry post-COVID. This Series D funding round was led by 83North, with participation from existing investors Prime Ventures, EQT ventures, Coparion, Senovo, Kees Koolen, Lios Ventures and Chris Hitchen. Claret Capital (formerly Harbert European Growth Capital) also participated with both equity and debt. The new investment brings the company’s total funding to more than €100 million since its foundation. Founded in 2014, Holidu’s mission is to make the search and booking of holiday rentals easy. Holidu is active in 21 countries with its search engine that combines more than 15 million holiday rental offers from over a thousand travel sites and property managers. Under the Bookiply brand, the company also helps holiday rental owners to get more bookings with less effort through a software-and-service solution.	<triplet> Claret Capital <sub> €37 million <obj> INVESTS <triplet> Lios Ventures <sub> €37 million <obj> INVESTS <triplet> Prime Ventures <sub> €37 million <obj> INVESTS <triplet> Chris Hitchen <sub> €37 million <obj> INVESTS <triplet> Kees Koolen <sub> €37 million <obj> INVESTS <triplet> 83North <sub> €37 million <obj> INVESTS <triplet> EQT ventures <sub> €37 million <obj> INVESTS <triplet> Coparion <sub> €37 million <obj> INVESTS <triplet> Senovo <sub> €37 million <obj> INVESTS <triplet> Holidu <sub> €37 million <obj> RECEIVES <triplet> €37 million <sub> Series D <obj> IN ROUND <triplet> Holidu <sub> €100 million <obj> RECEIVED TOTAL
